Q231690	Bhimrao Ramji Ambedkar
Q131499	S.L. Benfica
Q887992	Axel Rodrigues de Arruda
Q5407300	Axel
Q11806	John Adams
Q23154	Bristol
Q10566	Saskatoon
Q8061709	Yuriy Kulish
Q315266	Nikolai Pirogov
Q1899	Kyiv
Q902005	John Bostock
Q151510	Heidelberg University
Q334073	George Brown, Baron George-Brown
Q2914468	life peer
Q1609040	Tarcisio Catanese
Q2656	Palermo
Q203129	Duncan Sandys
Q6625963	novelist
Q4895274	John Elliott
Q245247	King's College London
Q2848745	André Vallini
Q170972	Socialist Party
Q381902	Gareth Evans
Q9680541	Companion of the Order of Australia
Q6745046	Malvern
Q898205	Charilaos Pappas
Q7182091	Phil Kite
Q335323	William Morrison, 1st Viscount Dunrossil
Q935702	Oban
Q462905	Edwin B. Willis
Q820713	Martin Kobylański
Q183	Germany
Q429247	Dean Gordon
Q630544	Auckland City FC
Q769199	Steve Trittschuh
Q18336566	Steve
Q3675701	Christian Scalzo
Q1524	Athens
Q493939	Andrea Gasbarroni
Q18177306	Andrea
Q61001	Erich Topp
Q678982	Leibniz University Hannover
Q5550225	Gerardo
Q5318022	Dwayne Plummer
Q1764498	Alejandro Cercas
Q455748	Rodrigo Rato
Q2476289	Urko Vera
Q105460	John Denver
Q16558	Fort Worth
Q2897866	Louis
Q2089380	José Marcelo Ferreira
Q29043256	José
Q38484	Romano Prodi
Q1371434	Stephen Keshi
Q223677	John Foster Dulles
Q209842	University of Paris
Q91146	Karl-Heinz Marbach
Q7318	Nazi Germany
Q222052	center
Q5214427	Dan Spring
Q213358	Tralee
Q14060	Erwin Rommel
Q16747215	Erwin
Q33866	Theodore Roosevelt
Q152513	Henry Wadsworth Longfellow
Q64114	Engelbert Endrass
Q11371757	Iron Cross 2nd Class
Q3235	Northern Territory
Q1085	Prague
Q481809	Amy
Q54989541	Der U-Boot-Krieg, 1939-1945
Q333050	Robert Stewart, Viscount Castlereagh
Q184	Belarus
Q64176	Kurt Biedenkopf
Q218868	Trilateral Commission
Q1806079	Larry Klein
Q134741	Camille Pissarro
Q51681	Charlotte Amalie
Q6130022	James Boucaut
Q1444	organ
Q21507293	Gunnlaugsson
Q551102	Ninoslav Milenković
Q725018	Lierse S.K.
Q934897	Cristian Pasquato
Q4925914	Gabriel
Q2313836	Sylvain N'Diaye
Q4593	Rajiv Gandhi
Q554175	Feroze Gandhi
Q1633198	1996 Spanish general election
Q666316	Martin Vunk
Q469488	Manuel Marín
Q913910	Order of the Three Stars
Q70795	Walter Anderson
Q215215	John Mayer
Q4809580	John Mayer discography
Q45970	Czesław Miłosz
Q1572946	Jørn Andersen
Q576245	Kyle Lightbourne
Q1326816	Kyle
Q2733502	Jorge Alberto Rojas
Q14346236	Jorge
Q7395569	Saad bin Abdulaziz
Q3245329	Evaldo Silva dos Santos
Q1791340	Janaúba
Q310000	Ludvík Svoboda
Q9056	Czech
Q310046	Peter Mandelson
Q2434248	Tim Renton, Baron Renton of Mount Harry
Q852661	adjutant
Q6234820	John Ganzoni, 1st Baron Belstead
Q3531508	Tonbridge School
Q384967	Fernando de Ornelas
Q717	Venezuela
Q276284	Christian Wilhelmsson
Q241864	UEFA Euro 2008
Q10379532	Isaiah Rankin
Q1997321	Edmonton
Q533727	Massimo Donati
Q70371	Adalbert Schnee
Q315999	Joseph Chamberlain
Q471788	Joseph
Q44620	Franz Josef Strauß
Q298172	Roger Guerreiro
Q4925304	Roger
Q45785	Kim Dae-jung
Q4205620	Pedro Velázquez
Q152306	Carl Gustaf Emil Mannerheim
Q11851282	Anastasia Mannerheim
Q7617708	Stjepan Babić
Q1435	Zagreb
Q2407508	Javier Delgado
Q1861511	Alexei Scala
Q1173535	David Aganzo
Q8682	Real Madrid CF
Q1029740	Timothy J. Murphy
Q4224060	Clondrohid
Q208262	Eastbourne
Q515632	Ossie Davis
Q2255837	Washington Luiz Pereira dos Santos
Q23559	Benito Mussolini
Q57303	Karolos Papoulias
Q3499526	Zhu Shuang
Q16666	Nanjing
Q3561288	Kostas Kiassos
Q36510	Modern Greek
Q102200	Árpád Göncz
Q182640	Ta'if
Q65196	Yuri Manin
Q4137485	Alexander Geronimus
Q950069	Schumacher
Q507285	Lumière and Company
Q8201061	Antoni Garcias Coll
Q80440	Anna Akhmatova
Q2678	Gomel
Q72984	Bing Crosby
Q5576466	Godfrey Ingram
Q203889	Luton
Q179888	Aristide Briand
Q296639	Alistair Darling
Q270532	University of Aberdeen
Q7365991	Ronnie Sinclair
Q19490	Nottingham Forest F.C.
Q968425	Ode Thompson
Q2260194	Mirco Gasparetto
Q309903	Horace Walpole
Q456417	Ulises Dávila
Q931340	August Allebé
Q25339110	full professor
Q155781	Louis Néel
Q7441492	Sean Thornton
Q1362397	Gil Vermouth
Q1523785	Gil
Q6696762	Luciano Amaral
Q193016	Campina Grande
Q36857454	Topp
Q11812	Thomas Jefferson
Q5664155	Harriet Hemings
Q17188568	Technik Głubczyce
Q77112	David Foster
Q17484921	Maurice Foster
Q849619	Lynwood
Q8411962	Category:Elizabeth II
Q11637	Judy Garland
Q4666623	Abel Smith
Q4666622	Abel Smith
Q924289	King's College
Q466139	Oleg Tabakov
Q4449186	Tabakov
Q614668	Armands Zeiberliņš
Q189322	Latvia national football team
Q1740252	Kevin Scarce
Q506249	Commodore
Q332973	Patrick Cormack, Baron Cormack
Q1164534	Danny Califf
Q7437013	Scott Paterson
Q37610	David Ben-Gurion
Q2776759	Midreshet Ben-Gurion
Q935	Isaac Newton
Q41506	Stanford University
Q1343930	Enrique Ayala Mora
Q180727	John Cage
Q45996	mysticism
Q19045	Mario Molina
Q222738	National Autonomous University of Mexico
Q76343	Otto von Habsburg
Q662652	Imperial Crypt
Q2889199	Bryan Aldave
Q1053786	Central Español
Q9106	Dmitri Mendeleev
Q593644	chemist
Q107471	Heiner Backhaus
Q154390	Ricardo Costa
Q191135	Vila Nova de Gaia
Q129006	Clement Attlee
Q18180121	Clement
Q4403787	Aleksei Savelyev
Q20743242	Ken Mallon
Q787674	Bachelor of Science
Q8026147	Winston White
Q2831	Michael Jackson
Q1121749	perfectionism
Q5040695	Carl Regan
Q443708	Nikolay Dollezhal
Q1472245	Bauman Moscow State Technical University
Q174843	Jeff Bridges
Q5733912	Herbert Dixon, 1st Baron Glentoran
Q1231746	Dixon
Q334116	John Strachey
Q213465	Guildford
Q181369	Chen-ning Yang
Q737051	National Medal of Science
Q154550	Bertie Ahern
Q502260	Andrey Antropov
Q313544	Alexandros Tziolis
Q728380	Gaël Genevier
Q5537445	George Burnett Barton
Q7080165	Ognjen Lekić
Q46633	Charles Babbage
Q1765120	Bachelor of Arts
Q116812	Oriol Junqueras
Q1929419	Michael Smith
Q365068	Peder Severin Krøyer
Q273933	Marie Krøyer
Q57815	Enda Kenny
Q83502	2012 NATO Summit in Chicago
Q47664	Catherine Zeta-Jones
Q119798	Michael Douglas
Q214978	Club Atlético Independiente
Q1387704	George Alan Thomas
Q282019	baronet
Q3390367	Fernando Maestro
Q83259	École Normale Supérieure
Q271658	María Dolores de Cospedal
Q453130	Stjepan Tomas
Q934612	Bugojno
Q15273731	ArtRave: The Artpop Ball
Q690738	Volodymyr Lyutyi
Q2657324	Jackson
Q475394	Antikensammlung Berlin
Q11220	United States Navy
Q337401	Terry Davis
Q3029157	Ross School of Business
Q4707145	Alan Lennox-Boyd, 1st Viscount Boyd of Merton
Q44983	Erwin Hoffer
Q10274120	Ernst Cordes
Q2380335	airstrike
Q2094717	William Sunsing
Q47735	2002 FIFA World Cup
Q18003207	John Tye
Q267936	executive director
Q15992903	Oleksandr Volchkov
Q782989	FC Bălți
Q4772112	Anthony Berry
Q5522848	Gareth Grant
Q17864440	Grant
Q310594	Ignacy Mościcki
Q18220021	Ignacy
Q44695	Konstantin Simonov
Q15180	Soviet Union
Q426349	Joseph N'Do
Q93514	Ilse Aichinger
Q18223052	Helga Michie
Q83287	Selena Gomez
Q294365	Talal I of Jordan
Q3016542	Darren Randolph
Q333378	Henry Lowry-Corry
Q4007898	Valerio Mazzucato
Q2565247	Miljan Mrdaković
Q8567	2008 Summer Olympics
Q13637001	Kojori
Q7912652	Valter Guchua
Q16282332	Valter
Q17385855	Andy Driscoll
Q762121	personal trainer
Q15917350	Chopin
Q6767006	Mark Carlisle
Q230899	University of Manchester
Q6832552	Michael Marshall
Q45766	Mario Gómez
Q700797	Li Mei-shu
Q14507972	Maria Magdalena van Beethoven
Q179858	Urho Kekkonen
Q35637	Nobel Peace Prize
Q1033714	Jamil Fearrington
Q313776	George Wallace
Q1583429	Stand in the Schoolhouse Door
Q441702	David Connolly
Q692	William Shakespeare
Q819597	Ersen Martin
Q12035675	Martin
Q9753	Emperor Daizong of Tang
Q318403	Johann Olav Koss
Q16511262	Olav
Q1732676	Karl Reinecke-Altenau
Q1103844	Cláudio Pitbull
Q940778	Njogu Demba-Nyrén
Q639723	BK Häcken
Q5301560	Douglas Hacking, 1st Baron Hacking
Q463035	Douglas
Q2634953	Patricio Galaz
Q2076979	Club Deportes Antofagasta
Q3700380	Yanko Valkanov
Q1504239	Gottfried Seemann
Q566347	Annemarie Seemann
Q379124	Trinity Laban Conservatoire of Music and Dance
Q23481	Friedrich Dürrenmatt
Q16220568	Hulda Dürrenmatt
Q276537	Borgarnes
Q6175006	Jeff Smith
Q332419	Michael Foot
Q12136	disease
Q7201446	Francisco
Q585087	Order of Saint Michael and Saint George
Q55800	Oprah Winfrey
Q19526	Maya Angelou
Q634525	Péter Disztl
Q19018108	Péter
Q3266163	Ludovic Quistin
Q4756292	Andrew Barrowman
Q2305226	Wishaw
Q154382	Józef Poniatowski
Q23774023	Poniatowski
Q333364	Henry Forster, 1st Baron Forster
Q12177423	Knight Grand Cross of the Order of St Michael and St George
Q261565	Germany. A Winter's Tale
Q2347324	Herbert Gladstone, 1st Viscount Gladstone
Q7793194	Thomas Playford
Q3780993	Xavier Roca Mateo
Q190148	Renzo Piano
Q456019	Jay Bothroyd
Q2518	Helmut Kohl
Q2016143	Oggersheim
Q109868	Birgit Prinz
Q273766	Éder Aleixo de Assis
Q525943	Andy Gray
Q109612	Thelonious Monk
Q189869	Benito Pérez Galdós
Q765165	Leonid Brezhnev
Q208104	Xabi Alonso
Q497801	Tolosa
Q1124	Bill Clinton
Q49601676	Julia Beatrice Maguire
Q2622055	Kyrylo Petrov
Q6785808	Mat Bailey
Q1444875	Patrizio Billio
Q8639	Hellas Verona F.C.
Q2228632	Saša Dobrić
Q391839	James Gray
Q869974	Servant of God
Q582101	Alain Madelin
Q2829505	Alain
Q280829	Jermaine Jones
Q996613	Edgar Michalowsky
Q3856812	Michele Tarallo
Q1415906	Luigi Gui
Q1848778	Marcos de Paula
Q2699877	Fabrice Moreau
Q14634147	Juan José Serrano Macías
Q5210353	Dale Belford
Q3972712	Stefano Salvatori
Q959344	Grande Loge de France
Q6143784	James Stuart, 1st Viscount Stuart of Findhorn
Q3291381	Mariano Marchetti
Q47094	Bassano del Grappa
Q10396959	Tommy Gaynor
Q1189026	Dennis Cagara
Q937898	Orhan Ak
Q933407	Javier Guarino
Q751503	Tacuarembó F.C.
Q84796	Carl Emmermann
Q6531156	Leslie Spriggs
Q3740398	Fausto Pizzi
Q1451177	A.S.D. Centese 1913
Q192974	Hakan Şükür
Q4714666	Alejandro Sequeira
Q575370	San Jose Earthquakes
Q332940	John MacGregor, Baron MacGregor of Pulham Market
Q7242167	Pretoria Boys High School
Q361900	Roderick Murchison, 1st Baronet
Q355265	Pasqual Maragall i Mira
Q336259	Giovanni Goria
Q2391428	Andrei Fedkov
Q713863	João Paulo Daniel
Q14516546	Daniel
Q197692	Harilaos Trikoupis
Q18912936	Hellenic Philological Society of Constantinople
Q3771198	Giuseppe Perrone
Q2992759	Elvis Presley filmography
Q653138	Marcos Paulo
Q189722	Emacs
Q128994	Garra Dembélé
Q221968	Gennevilliers
Q528382	Thomas Playford
Q2588513	Norton Summit
Q166703	Tore Pedersen
Q107135	Fredrikstad Municipality
Q1786992	Warsaw Scientific Society
Q8624600	Category:Michael Foot
Q909	Jorge Luis Borges
Q313208	Cristiano Zanetti
Q6651	Brescia Calcio
Q159548	Ingelheim am Rhein
Q332405	Stafford Cripps
Q314459	Harry Reid
Q5582	Vincent van Gogh
Q83059	Saul Bellow
Q4678696	Adam Bellow
Q491510	Anderson Costa
Q1510184	Gerard Sweetman
Q247135	Fine Gael
Q92614	Douglas Engelbart
Q964035	Computer History Museum
Q1404711	Francesco Benussi
Q1371128	Sixto Peralta
Q16669387	Pedro Valido
Q3477949	Seixal F.C.
Q189441	Jagiellonian University
Q21449778	O'Sullivan
Q957627	Luis Alberto Spinetta
Q6347370	Luis Alberto Spinetta discography
Q313178	Jaromír Blažek
Q1071079	André Luiz Rodrigues Lopes
Q3041941	Jonathan Peel
Q21084427	10th Parliament of the United Kingdom
Q518539	Julio Gutiérrez
Q2887	Santiago
Q452164	Rosa Russo Iervolino
Q47729	Democratic Party
Q80956	Svante August Arrhenius
Q311179	Stephen Chow
Q148	People's Republic of China
Q12003	Cher
Q907445	Sonny & Cher
Q2527157	Jim Brown
Q576562	Kilmarnock
Q4232351	Sergei Kopnin
Q193413	Rybinsk
Q3107408	Iván Amaya
Q5241231	David Winters
Q81162	Magdalen College
Q51575	John Huston
Q103360	Academy Award for Best Director
Q16597542	Rocco Giannone
Q332927	Edward FitzRoy
Q342530	Mikael Forssell
Q983004	Robertas Poškus
Q2043855	Robertas
Q34211	Yasser Arafat
Q7881281	Umberto Improta
Q5685	Anton Chekhov
Q186506	mezzo-soprano
Q2857254	Antonio Cuevas
Q589053	Puente Genil
Q185718	Alexander Kolchak
Q216169	execution by firing squad
Q353866	Jean d'Ormesson
Q1971402	Abasha
Q124394	Highbury
Q885	Józef Piłsudski
Q809	Polish
Q124043	Wynton Rufer
Q23661	Wellington
Q33959	Nice
Q306250	Robert Syms
Q208100	Lamberto Dini
Q806798	banker
Q2159628	Roberto Silva
Q2868	Lima
Q3672746	Ola Kamara
Q1655520	Ian Gow
Q328286	George Marsden Waterhouse
Q29207	Sauli Niinistö
Q11869967	Kari Niinistö
Q9825	Emperor Xuánzong of Tang
Q1429243	Johannes Gadamer
Q3497552	Oliver Stanley
Q2289256	Sulhamstead
Q679842	German idealism
Q9086118	Teresa Cunillera
Q37550403	Mestres
Q1315762	Takeaki Matsumoto
Q6388903	Kendall Fletcher
Q7893550	United States women's national under-23 soccer team
Q5223745	Darko Karapetrovič
Q214917	playwright
Q184992	Bronisław Malinowski
Q253439	Royal Netherlands Academy of Arts and Sciences
Q571582	Ante Milicic
Q5031259	Canberra FC
Q7314	Igor Stravinsky
Q4994276	Luiz Carlos de Souza Pinto
Q5014111	CR Vasco da Gama
Q334484	Gabriel Tamaș
Q58095	José García-Margallo y Marfil
Q941478	Juan García y Margallo
Q106418	Catherine Deneuve
Q47066761	Sylvie Dorléac
Q60995	Russian Orthodox Church
Q5237035	David Madel
Q71206	Bette Davis
Q16275033	Bette
Q1524571	Gillian Gowers
Q1729369	Karim
Q1241043	Robert Horne, 1st Viscount Horne of Slamannan
Q4759865	André Correia
Q1456	South Carolina
Q9282773	Gus Kenworthy
Q1859178	University of Strathclyde
Q6978530	National Society of Black Engineers
Q152824	Susan Sontag
Q17014733	Under the Sign of Saturn
Q6988446	Neil Cutler
Q1347791	Henri Emmanuelli
Q6768687	Mark MacTaggart-Stewart
Q5577	Salvador Dalí
Q1322403	Real Academia de Bellas Artes de San Fernando
Q160422	Theo van Doesburg
Q218259	Zoeterwoude
Q212	Ukraine
Q166635	Stanley Baldwin
Q300243	Nigel Dodds
Q337595	Sidney Herbert, 1st Baron Herbert of Lea
Q1690441	Joachim Schimpke
Q2263	Tom Hanks
Q974044	Adrián Berbia
Q77	Uruguay
Q316812	Marco Donadel
Q8558	2004 Summer Olympics
Q134549	Ted Kennedy
Q120401	Kennedy
Q6771936	Marlon Jackson
Q8015679	William Mitchell-Thomson, 1st Baron Selsdon
Q5342877	Edward Fellowes, 1st Baron de Ramsey
Q316371	Vladimir Ivanovich Vernadsky
Q1069	geology
Q17200714	Commander of the Order of the Crown
Q162873	72 names on the Eiffel Tower
Q132616	Naomi Watts
Q16865441	Catanese
Q327716	Hugo Swire, Baron Swire
Q1229499	Hal Pereira
Q1570085	Hal
Q10726	Chris Iwelumo
Q19456	Bristol City F.C.
Q3157243	Jack Lawson
Q174430	Svend Pri
Q4927524	Michael
Q4124	Franciszek Smuda
Q10871364	baseball player
Q470758	Colm Tóibín
Q1486459	Salvatore Bruno
Q2634	Naples
Q478832	Laura Sandys
Q20733	Georges Duhamel
Q1282146	Perpetual Secretary
Q337407	Michael Thomas Bass
Q902439	Gianni De Michelis
Q171866	Middlesbrough
Q2055278	Diogo Valente
Q1501385	Gene Fitzgerald
Q4294945	Irish Minister for Finance
Q14859023	Ümit İnal
Q388469	Şanlıurfa Province
Q782693	Bobby Thomson
Q8003668	Willenhall Town F.C.
Q3071779	Josep Benet
Q1735599	Catalan nationalism
Q37488528	Shankar
Q3435000	Robert Duff
Q2628262	Hastein
Q15878	Normandy
Q312946	Raúl Tamudo
Q218091	Seal
Q124230	Paddington
Q5398355	Esley Leite do Nascimento
Q2662962	Associação Atlética Anapolina
Q7407998	Sam Parkin
Q699557	Stanislav Cherchesov
Q1294670	Stanislav
Q15731273	Santi Vila i Vicente
Q1129443	Democratic Convergence of Catalonia
Q7317502	Reuben Reid
Q601304	Elizabeth Hand
Q334163	Patrick Mayhew, Baron Mayhew of Twysden
Q870568	Holstein-Gottorp-Romanov
Q82049	George Berkeley
Q1246744	Bishop of Cloyne
Q342617	Ben Whishaw
Q62810	Andrea Nahles
Q2207512	SPD Bundestag fraction
Q7325601	Richard Falcão
Q995069	FK Novi Pazar
Q1441667	Francis Newdegate
Q17020147	Royal Military College, Sandhurst
Q49081	Christopher Hitchens
Q4864739	Barry Silkman
Q208430	Sotiris Kyrgiakos
Q268258	centre back
Q387740	Dean Holdsworth
Q5483513	Francisco Javier Jusué
Q11869	William Henry Harrison
Q387664	Benjamin Harrison V
Q446941	Gordon R. Dickson
Q238101	University of Minnesota
Q135267	Michél Mazingu-Dinzey
Q296597	Ian Paisley
Q1927842	Michael Hilliard
Q1262244	Dmitri Parkhachev
Q205981	Alexander Friedmann
Q559188	Vladimir Steklov
Q273626	École polytechnique
Q216928	Andrew Cole
Q204238	England national under-21 association football team
Q1748746	Virginio Rognoni
Q122024	Igor Ustinov
Q3746491	Flavio Lazzari
Q1458695	National University of Kharkiv
Q6173642	Ángela Jeria
Q1845	Bible
Q12206	diabetes
Q4176111	Serghei Epureanu
Q57410	Shimon Peres
Q2915012	Sheba Medical Center
Q7359492	Yun’e
Q10721332	Princess Shouchun
Q763807	Javier Farinós
Q8823	Levante UD
Q628894	Martin Gritton
Q1998925	Turki I bin Abdul-Aziz Al Saud
Q150921	Marko Marin
Q9616	Chelsea F.C.
Q60066	Gerhard Ertl
Q5232960	David Diach
Q1023166	Club Deportivo Barrio Mexico
Q552879	Jeremy Brockie
Q212491	Zé Elias
Q3268453	Nicolás Vigneri
Q204943	Brian Jones
Q15930574	Brian
Q348205	Viktor Gorbatko
Q855252	Bhumibol Adulyadej
Q123624	Holborn
Q152384	Joan Miró
Q208879	Halldór Ásgrímsson
Q206306	Vedran Ćorluka
Q6654	Croatian
Q44272	Michel Foucault
Q334370	Discipline and Punish
Q264913	Indra Nooyi
Q623268	chief financial officer
Q329741	officer candidate
Q455905	Gabriel Torje
Q783	Honduras
Q1113428	Filmfare Award for Best Director
Q1117390	Stockard Channing
Q243011	Lady Randolph Churchill
Q1365649	Jafar Irismetov
Q6071838	Irismetov
Q3286107	Manoel da Silva Filho
Q9210991	Legiaõ FC
Q680258	Wolfram Wuttke
Q8470	1988 Summer Olympics
Q105756	John Updike
Q13371	Harvard University
Q8023	Nelson Mandela
Q60024	Hermann von Helmholtz
Q134976	Lukas Podolski
Q295364	Ben Wallace
Q39803	Mario Vargas Llosa
Q677432	Vasily Margelov
Q192386	military science
Q181659	Ursula K. Le Guin
Q24823165	Charles Le Guin
Q2965056	Christian Bekamenga
Q1009	Cameroon
Q18126169	Smita Nair Jain
Q183387	Columbia Records
Q9013931	José Ignacio Llorens
Q15023	CY Leung
Q20705641	Category:CY Leung
Q753144	1988 African Cup of Nations
Q707051	2009 German presidential election
Q332851	Elwyn Jones, Baron Elwyn-Jones
Q16533	judge
Q7929774	Viktor Navochenko
Q918963	Valuysky District
Q81545	First Libyan Civil War
Q1355931	Ermin Melunović
Q105254	1. FSV Mainz 05
Q134982	David Lloyd George
Q7138962	Parliamentary Archives
Q986632	Sossio Aruta
Q170072	Dutch Republic
Q559409	Piers Anthony
Q4501974	Chthon
Q313955	Beto
Q83157	2010 Africa Cup of Nations
Q812906	Beaconsfield
Q522864	André Simonyi
Q611672	Larry McMurtry
Q971927	James McMurtry
Q853324	Castledawson
Q191595	Togo national football team
Q936843	Sherjill Mac-Donald
Q29999	Kingdom of the Netherlands
Q4696679	Aidan Crawley
Q215963	Andoni Zubizarreta
Q19817029	Jay
Q308222	Abdisalam Ibrahim
Q772727	Governor of Montserrat
Q2273768	Serkan Özsoy
Q5878	Gabriel García Márquez
Q207826	Time Person of the Year
Q93828	Jermaine Easter
Q16869752	Easter
Q539	Giuseppe Garibaldi
Q187255	rheumatoid arthritis
Q204230	Geremi
Q436650	Neville Southall
Q1348	Kolkata
Q8074418	Zoran Zekić
Q266064	David Willetts
Q3197003	King Edward's School
Q2581454	Nikola Lazetić
Q6240380	John Davidson
Q13479473	Davidson
Q2975841	Rodrigo Tiuí
Q409	Bob Marley
Q9794	reggae
Q562347	Gustavo Nery de Sá da Silva
Q3704447	Knox's Commandments
Q1339601	Emre Toraman
Q483856	Turkey national association football team
Q927066	Rafael Bastos
Q3830019	Leigh Richmond Roose
Q37474313	Roose
Q332994	Dominic Grieve
Q16870308	Grieve
Q337654	Mathias Boe
Q16858108	Boe
Q734238	Károly Potemkin
Q23139943	Potemkin
Q107008	Count Basie
Q765778	organist
Q302393	Johan Vonlanthen
Q1110015	Mladen Rudonja
Q1417808	Richie Ryan
Q1761	Dublin
Q133855	Guillaume Apollinaire
Q151564	Frederick Sanger
Q3273004	Frederick
Q5243303	Greg Nwokolo
Q1042743	Carlos Beltrán
Q15074244	Fernando Callejo High School
Q2073804	Peter Barry
Q6865981	Minister for Transport, Tourism and Sport
Q8355	violin
Q2626851	Vladislav Ternavsky
Q945863	Vladislav
Q2744096	Paolo Frangipane
Q8036007	World Orders Old and New
Q1506865	George Anson
Q332696	Virginia Bottomley
Q264477	Peter Bottomley
Q178344	Luis Walter Alvarez
Q168756	University of California, Berkeley
Q466113	American Physical Society
Q294735	Václav Svěrkoš
Q4696681	Aidan Davison
Q19595	Leyton Orient F.C.
Q5226147	Daryl Clare
Q1166973	Daryl
Q3186585	José Veiga
Q1011	Cape Verde
Q843402	Warner Bros. Records
Q56016	Katharine Hepburn
Q7453536	Sergey Yegorov
Q2917463	FC Zenit-Izhevsk Izhevsk
Q761539	Rohan Ricketts
Q9617	Arsenal F.C.
Q188999	Austen Chamberlain
Q2398712	César Caneda
Q12236	Racing de Santander
Q40	Austria
Q93427	Archduke John of Austria
Q25851992	Category:Archduke Johann of Austria
Q894289	Borut Semler
Q261710	Nastja Čeh
Q16249523	NŠ Drava Ptuj
Q929563	Kris Bright
Q6882	James Joyce
Q546	Trieste
Q16298715	Teófilo de Luis Rodríguez
Q1059559	2011 Spanish general election
Q291748	Margaret Curran
Q8479	Peter the Great
Q19180675	Small Brockhaus and Efron Encyclopedic Dictionary
Q715396	solid-state physics
Q333635	John Gummer
Q767650	Selwyn College
Q67526	Wolfgang Schadewaldt
Q21166203	John Stephenson
Q1245704	Charlie Sheringham
Q41351	Jodie Foster
Q49112	Yale University
Q824121	Michael Fuchs
Q27608184	2013 German Badminton Championships – mixed doubles
Q7526773	Sir Frederick Hall, 1st Baronet
Q57689	Martin McGuinness
Q19837	Steve Jobs
Q484876	chief executive officer
Q745967	Christ Church
Q183967	David Trezeguet
Q10855271	Knight of the Legion of Honour
Q438465	Michel Barnier
Q14626626	Michel
Q17457	Donald Knuth
Q21198	computer science
Q691335	Arnaud Desplechin
Q273342	Marianne Denicourt
Q102124	Sigourney Weaver
Q15847565	Sigourney Weaver filmography
Q103876	Peter O'Toole
Q3282637	film producer
Q350756	Luiz Bombonato Goulart
Q1143826	Leroy Lita
Q7366883	Rory Hamill
Q7350603	Robert Vernon, 1st Baron Lyveden
Q167600	Auxerre
